Id,Target,N1,N2,N3,N4,N5,N6,C1,C2,C3,C4,C5,C6,C7,C8,C9
12659,1850000,2180219.78,17,3.2,4.0,5.0,1.0,1,A,A,K,B,S,W,D,B
12660,3381000,3911627.907,10,3.0,7.0,0.0,2.0,1,A,B,K,B,S,W,D,B
12661,2621000,2756666.667,2,1.6,5.0,3.0,3.0,3,A,F,V,BG,S,Z,8,N
12662,3556000,4029069.767,10,3.0,8.0,2.0,4.0,1,A,B,K,B,S,J,T,H
12663,2400000,2739285.714,3,1.6,0.0,7.0,8.0,2,M,F,V,B,L,T,M,B
12664,2025000,2540476.19,7,1.3,0.0,4.0,3.0,2,M,F,V,B,L,V,N,K
12665,1208000,1020987.654,10,1.4,9.0,1.0,0.0,1,M,F,V,B,S,K,L,1
12666,3358000,3397619.048,1,1.6,6.0,9.0,0.0,2,A,F,V,B,S,Z,9,4
12667,4440000,4838095.238,4,2.0,3.0,1.0,1.0,2,A,F,V,B,S,S,B,1
12668,5400000,5967777.778,2,2.4,1.0,0.0,7.0,3,A,F,K,B,S,K,N,A
12669,1000000,1225925.926,15,2.4,5.0,0.0,1.0,1,A,F,K,B,S,J,M,B
12670,2770000,2702564.103,6,1.3,3.0,3.0,4.0,1,A,F,V,B,S,J,T,D
12671,2330000,2630232.558,13,2.5,1.0,3.0,0.0,1,A,A,K,D,V,K,N,A
12672,2765000,2662025.316,10,2.0,8.0,4.0,1.0,2,A,A,K,B,U,J,F,1
12673,1322000,1953846.154,15,2.5,1.0,2.0,0.0,1,M,A,V,B,U,4,S,3
12674,3629000,4340963.855,2,1.6,4.0,5.0,9.0,1,A,F,V,B,S,K,N,A
12675,1500000,1689534.884,18,2.4,1.0,9.0,5.0,1,A,B,K,B,S,W,D,B
12676,2873000,3546913.58,8,2.4,8.0,6.0,4.0,1,A,F,V,B,S,4,T,1
12677,5800000,5802531.646,9,3.5,9.0,9.0,8.0,2,A,F,V,BG,C,J,T,E
12678,2484000,2974390.244,2,1.6,1.0,6.0,2.0,1,M,F,V,B,S,Z,9,4
12679,2867000,3342857.143,10,2.4,0.0,3.0,5.0,2,A,F,V,B,S,W,A,U
12680,5138000,5451190.476,10,3.5,7.0,0.0,3.0,2,A,A,K,B,C,2,T,2
12681,2098000,2530769.231,14,2.4,4.0,3.0,3.0,1,A,F,V,B,S,J,T,D
12682,10768000,10993684.21,6,4.0,1.0,0.0,7.0,3,A,A,K,B,V,J,T,E
12683,2727000,3159302.326,3,1.8,5.0,7.0,7.0,1,A,F,K,B,L,K,L,1
12684,4519000,4886046.512,6,3.5,6.0,5.0,3.0,1,A,F,K,BG,S,X,W,7
12685,2370000,2601162.791,5,1.6,9.0,9.0,3.0,2,A,F,V,B,S,Z,9,4
12686,3836000,4500000.0,1,1.6,5.0,4.0,2.0,2,A,F,V,B,S,K,M,H
12687,2275000,2558426.966,11,2.8,9.0,5.0,1.0,2,M,A,V,D,P,J,T,F
12688,1263000,1635443.038,13,1.8,9.0,1.0,8.0,2,A,F,K,B,S,W,V,W
12689,2284000,2702380.952,11,2.4,3.0,7.0,3.0,2,A,F,V,B,S,4,T,1
12690,1400000,1712345.679,9,1.4,1.0,3.0,7.0,1,A,F,V,B,L,K,M,H
12691,3200000,3236904.762,8,2.4,5.0,5.0,5.0,2,A,F,B,B,L,2,T,1
12692,3521000,4029761.905,3,1.6,7.0,8.0,0.0,2,A,F,V,B,C,S,J,N
12693,1962000,2097752.809,5,1.4,1.0,6.0,5.0,2,M,F,V,B,S,Z,9,4
12694,3131000,3481609.195,1,1.6,7.0,1.0,0.0,3,A,F,V,B,S,K,L,1
12695,2304000,2540476.19,8,1.6,8.0,6.0,8.0,2,M,F,V,BG,S,J,T,N
12696,11000000,11743750.0,0,2.5,6.0,5.0,6.0,3,A,A,V,B,C,X,W,7
12697,2703000,2946153.846,9,2.0,7.0,7.0,5.0,1,A,F,V,B,S,J,N,1
12698,2406000,2642696.629,3,1.6,8.0,5.0,1.0,2,A,F,V,B,S,Z,9,4
12699,2427000,2634615.385,13,3.0,7.0,0.0,7.0,1,A,F,V,BG,S,4,T,1
12700,5551000,5983157.895,4,2.5,0.0,7.0,5.0,3,A,F,K,B,S,X,W,7
12701,2609000,3321686.747,15,2.4,2.0,9.0,2.0,1,A,F,K,BG,M,J,T,E
12702,2095000,1980722.892,15,2.5,2.0,3.0,7.0,1,A,A,K,B,V,J,S,3
12703,2381000,2496296.296,5,1.6,1.0,9.0,5.0,1,A,F,V,B,S,X,W,8
12704,3089000,3186206.897,4,1.6,4.0,6.0,6.0,3,M,F,V,B,S,K,M,H
12705,2520000,2976190.476,1,1.6,8.0,8.0,5.0,2,A,F,V,B,S,Z,8,N
12706,2051000,2480952.381,12,1.8,3.0,3.0,9.0,2,M,F,V,B,S,S,B,1
12707,1100000,1235365.854,16,2.0,9.0,4.0,2.0,1,A,F,V,B,L,J,M,Z
12708,2649000,3139285.714,11,2.5,9.0,4.0,4.0,2,A,A,K,B,U,4,S,4
12709,1959000,2389743.59,10,1.6,1.0,3.0,8.0,1,M,F,V,BG,S,N,M,T
12710,4740000,4988505.747,2,2.0,7.0,9.0,7.0,3,M,F,V,B,C,X,W,E
12711,2511000,3165476.19,15,3.0,5.0,3.0,7.0,2,A,A,K,B,C,W,B,A
12712,3029000,3551190.476,11,3.0,0.0,6.0,4.0,2,A,A,V,B,C,4,S,4
12713,2900000,2612820.513,2,1.6,8.0,2.0,1.0,1,M,F,V,B,L,X,7,L
12714,1300000,1702631.579,14,2.0,4.0,1.0,8.0,1,M,F,K,B,S,W,V,W
12715,3029000,3810256.41,9,2.4,1.0,7.0,0.0,1,A,F,V,B,S,4,T,1
12716,1800000,2471428.571,14,3.0,0.0,4.0,5.0,2,A,B,B,B,S,J,T,H
12717,3225000,3540697.674,2,1.6,2.0,1.0,3.0,2,M,F,V,B,S,K,N,A
12718,3933000,4680487.805,3,1.6,0.0,1.0,0.0,1,A,F,V,B,C,S,J,N
12719,3564000,3777777.778,3,1.6,2.0,8.0,0.0,2,A,F,V,B,S,K,M,H
12720,5436000,6845555.556,5,3.0,6.0,0.0,3.0,3,A,A,K,B,V,M,M,C
12721,1837000,2482022.472,13,2.5,1.0,5.0,5.0,2,A,A,V,B,S,J,F,1
12722,4097000,4546315.789,11,4.0,2.0,4.0,2.0,3,A,A,K,BG,V,5,N,1
12723,1400000,1732051.282,14,2.3,0.0,3.0,8.0,1,M,F,V,B,L,J,M,Z
12724,2695000,3262025.316,12,3.3,0.0,7.0,2.0,2,A,F,K,BG,S,J,T,H
12725,2241000,2434567.901,13,2.4,0.0,5.0,1.0,1,A,F,V,BG,S,4,T,1
12726,1118000,1392857.143,4,1.4,3.0,0.0,6.0,2,M,F,V,B,S,X,7,L
12727,4131000,4792405.063,9,3.5,3.0,7.0,2.0,2,A,F,K,B,S,J,T,H
12728,2290000,2529761.905,9,1.6,9.0,7.0,5.0,2,A,F,V,B,S,J,T,N
12729,1825000,2136904.762,10,1.6,9.0,3.0,5.0,2,A,F,V,B,L,S,J,N
12730,3881000,4717647.059,9,3.5,7.0,5.0,0.0,3,A,F,K,BG,S,J,T,H
12731,2800000,3332911.392,12,3.2,5.0,4.0,8.0,2,A,B,K,B,S,W,D,B
12732,5500000,6232183.908,3,2.5,9.0,4.0,2.0,1,A,F,V,B,S,X,W,7
12733,2300000,2380246.914,6,1.6,8.0,6.0,6.0,2,M,F,V,B,L,S,J,N
12734,2500000,3180952.381,9,2.3,4.0,2.0,3.0,2,A,F,B,B,C,J,M,3
12735,1003000,1410344.828,18,2.0,7.0,6.0,6.0,1,A,F,V,B,S,J,N,1
12736,8934000,10560714.29,8,4.7,9.0,2.0,4.0,2,A,A,K,B,V,J,T,M
12737,1394000,1601190.476,5,1.4,8.0,2.0,4.0,2,M,F,V,B,S,K,L,1
12738,2580000,3207894.737,10,2.0,0.0,4.0,4.0,1,M,A,V,B,U,J,F,1
12739,2946000,3314942.529,2,1.4,0.0,8.0,4.0,3,A,F,V,B,L,K,N,A
12740,3604000,4225925.926,10,3.5,7.0,2.0,1.0,1,A,F,K,BG,S,J,T,H
12741,2500000,2662195.122,2,1.6,1.0,8.0,8.0,1,M,F,V,B,L,X,7,L
12742,2595000,3350000.0,2,1.6,7.0,8.0,2.0,1,A,F,V,B,S,Z,9,4
12743,5400000,6307407.407,9,3.5,2.0,0.0,2.0,1,A,A,K,B,C,J,T,J
12744,1400000,1691666.667,12,2.0,0.0,2.0,6.0,2,A,F,K,B,L,S,J,N
12745,1954000,2068539.326,9,3.0,7.0,2.0,5.0,2,A,F,K,B,S,V,F,3
12746,9023000,10073255.81,8,4.7,3.0,3.0,1.0,1,A,A,K,B,V,J,T,M
12747,1955000,2118823.529,13,1.8,5.0,6.0,9.0,2,M,B,V,B,S,W,D,B
12748,2200000,2585714.286,12,3.0,5.0,8.0,1.0,2,A,A,K,B,C,W,F,O
12749,1200000,1608536.585,19,2.8,0.0,0.0,9.0,1,A,F,V,BG,U,W,A,U
12750,4953000,5700000.0,8,3.5,9.0,1.0,6.0,1,A,A,K,B,S,J,T,H
12751,4450000,4508139.535,6,2.4,3.0,5.0,3.0,1,A,F,K,BG,S,X,W,7
12752,1000000,1709638.554,18,2.2,2.0,1.0,2.0,1,A,F,V,B,S,J,T,1
12753,1538000,1770238.095,15,1.8,7.0,8.0,9.0,2,M,F,V,B,U,S,B,1
12754,800000,1261904.762,14,2.4,2.0,3.0,4.0,2,A,F,V,BG,S,4,A,3
12755,1887000,1961728.395,9,2.5,1.0,0.0,9.0,1,A,F,K,BG,S,K,L,1
12756,4500000,4755952.381,4,2.0,4.0,2.0,0.0,2,A,A,K,B,C,J,M,B
12757,4058000,4562820.513,9,2.0,6.0,2.0,7.0,1,A,A,V,BG,C,J,T,M
12758,2818000,3315476.19,13,3.7,8.0,2.0,7.0,2,A,B,K,BG,S,W,D,B
12759,7800000,8113000.0,1,2.4,6.0,5.0,3.0,3,A,F,K,BG,S,X,W,7
12760,2014000,2617441.86,13,3.5,8.0,1.0,1.0,1,A,A,K,B,C,J,N,8
12761,2346000,2569047.619,10,1.8,0.0,0.0,8.0,2,M,F,V,B,S,S,B,1
12762,2969000,3112658.228,9,3.5,3.0,3.0,4.0,2,A,A,K,B,C,J,N,1
12763,1300000,1718823.529,14,2.0,6.0,2.0,4.0,2,M,F,V,B,S,T,M,B
12764,2103000,2556410.256,13,2.4,7.0,0.0,8.0,1,A,F,V,BG,S,4,T,1
12765,1300000,1721794.872,18,2.4,7.0,2.0,3.0,1,A,B,V,B,S,W,D,B
12766,2852000,2879761.905,11,2.4,7.0,5.0,9.0,2,A,F,K,B,S,J,T,D
12767,1800000,2011538.462,8,1.6,2.0,1.0,3.0,1,A,F,V,B,S,W,F,0
12768,2765000,3219753.086,3,1.8,9.0,5.0,6.0,1,A,F,K,B,L,K,L,1
12769,4040000,4528395.062,9,3.0,2.0,5.0,0.0,1,A,A,K,B,S,X,4,X
12770,2641000,2823333.333,3,1.6,4.0,8.0,9.0,3,A,F,V,B,S,X,W,8
12771,2000000,2140506.329,11,2.4,3.0,0.0,6.0,2,A,F,K,B,S,J,H,M
12772,4188000,4857831.325,2,1.6,7.0,2.0,0.0,1,A,F,V,B,S,N,M,T
12773,2584000,2910112.36,2,1.6,0.0,2.0,2.0,2,A,F,V,B,S,Z,9,4
12774,3515000,4034883.721,10,3.0,1.0,0.0,2.0,1,A,A,K,B,S,J,T,H
12775,12505000,14371910.11,2,3.5,0.0,1.0,5.0,2,A,A,K,BG,C,5,T,D
12776,3160000,3469135.802,9,3.5,9.0,9.0,0.0,1,A,F,V,BG,S,J,T,N
12777,3780000,4210000.0,6,2.5,0.0,2.0,9.0,3,A,F,K,B,S,Z,8,N
12778,2370000,2590217.391,5,1.6,8.0,8.0,0.0,3,A,F,V,B,S,Z,9,4
12779,6600000,7176666.667,9,4.0,6.0,9.0,7.0,3,A,A,V,B,V,J,T,E
12780,8400000,8904210.526,6,3.7,8.0,1.0,6.0,3,A,A,K,B,C,J,N,1
12781,1656000,2202564.103,8,1.6,4.0,1.0,3.0,1,A,F,V,B,S,K,N,M
12782,1600000,1583908.046,19,2.8,8.0,8.0,7.0,1,A,A,V,B,S,W,D,B
12783,948000,1549382.716,15,2.0,5.0,9.0,7.0,1,A,F,V,B,S,W,V,W
12784,1100000,1515662.651,10,1.1,1.0,3.0,3.0,1,A,F,V,B,L,K,N,E
12785,2129000,2535365.854,13,2.4,0.0,5.0,1.0,1,A,F,V,B,S,4,T,1
12786,1800000,1807142.857,8,1.6,4.0,9.0,0.0,2,A,F,V,B,L,V,F,3
12787,2427000,3273076.923,10,2.4,8.0,2.0,9.0,1,A,F,V,B,S,6,T,1
12788,4500000,5270588.235,4,2.0,7.0,1.0,2.0,2,M,A,V,B,C,K,N,A
12789,6178000,7306741.573,7,2.7,2.0,8.0,4.0,2,A,F,K,B,V,J,T,E
12790,4150000,5185714.286,11,3.5,8.0,7.0,5.0,2,A,B,K,B,S,W,D,D
12791,2316000,2478205.128,10,1.6,1.0,6.0,6.0,1,A,F,V,B,S,J,T,N
12792,2457000,2554444.444,1,1.6,0.0,3.0,4.0,3,M,F,V,B,S,X,7,L
12793,1641000,1873809.524,15,2.8,1.0,1.0,2.0,2,A,A,K,B,S,W,A,U
12794,3104000,3500000.0,9,2.4,9.0,1.0,5.0,2,A,F,K,BG,S,J,T,N
12795,2421000,2690243.902,5,1.8,0.0,4.0,6.0,1,A,F,V,B,S,K,L,1
12796,2500000,2751190.476,9,2.0,2.0,7.0,4.0,2,A,A,K,B,S,J,F,1
12797,5145000,5975000.0,7,2.0,4.0,2.0,8.0,2,A,A,K,B,C,W,A,U
12798,3240000,3478888.889,9,2.4,4.0,5.0,2.0,3,A,F,K,B,S,J,T,N
12799,4022000,4965432.099,6,2.5,2.0,5.0,7.0,1,A,A,V,B,C,2,T,3
12800,4300000,4231460.674,7,1.8,0.0,2.0,7.0,2,A,F,K,H,L,J,T,D
12801,2010000,2210714.286,11,2.0,5.0,4.0,9.0,2,A,F,B,B,S,W,V,W
12802,5136000,6329629.63,7,2.7,4.0,9.0,8.0,1,A,F,K,B,C,4,T,3
12803,834000,1313580.247,14,2.4,9.0,8.0,5.0,1,A,F,V,B,S,4,A,3
12804,800000,1734567.901,10,2.5,5.0,8.0,4.0,1,A,F,V,BG,S,1,N,4
12805,3149000,3700000.0,10,3.5,7.0,0.0,9.0,1,A,F,K,B,S,J,T,N
12806,2534000,2881927.711,3,1.6,6.0,2.0,3.0,1,A,F,V,B,L,Z,9,4
12807,2300000,2608333.333,15,2.0,8.0,2.0,7.0,2,A,A,V,B,C,J,T,E
12808,2300000,2550000.0,11,2.0,3.0,6.0,1.0,1,A,B,K,B,S,W,D,B
12809,3543000,4177380.952,10,3.2,0.0,7.0,7.0,2,A,A,K,B,C,W,V,G
12810,5580000,6068539.326,4,2.5,0.0,0.0,6.0,2,A,F,K,B,S,X,W,7
12811,4950000,6664444.444,9,4.2,9.0,7.0,0.0,3,A,A,K,B,C,W,A,1
12812,1100000,1379069.767,15,2.0,3.0,3.0,7.0,1,M,F,K,BG,L,J,M,Z
12813,1869000,2215116.279,15,3.0,8.0,3.0,9.0,1,A,F,K,BG,S,J,T,2
12814,3317000,3918604.651,8,2.5,4.0,0.0,1.0,1,A,F,K,B,S,J,N,1
12815,1546000,1475641.026,10,1.6,3.0,5.0,9.0,1,M,F,V,B,S,W,F,0
12816,2520000,3176190.476,15,3.0,8.0,1.0,1.0,2,A,A,K,B,C,5,U,X
12817,3253000,3241052.632,8,2.0,3.0,0.0,2.0,3,A,F,K,B,C,S,J,N
12818,2362000,2656790.123,8,1.8,8.0,0.0,2.0,2,A,F,V,B,S,J,M,B
12819,2204000,2624691.358,14,3.0,4.0,9.0,1.0,1,A,F,K,B,S,J,T,D
12820,2300000,2564102.564,14,3.0,7.0,5.0,4.0,1,A,A,V,B,V,J,A,4
12821,3199000,3705813.953,11,3.0,0.0,8.0,2.0,1,A,A,K,B,C,4,S,4
12822,2678000,3289534.884,12,3.2,4.0,6.0,7.0,1,A,A,K,B,V,W,V,G
12823,2793000,3520481.928,10,3.5,7.0,2.0,2.0,1,A,F,K,B,S,4,T,1
12824,2200000,2706172.84,8,1.6,4.0,8.0,2.0,1,A,F,V,B,S,J,M,Y
12825,2646000,2975000.0,14,3.2,7.0,5.0,4.0,2,A,B,K,B,S,W,D,B
12826,1959000,2670370.37,4,1.6,9.0,4.0,7.0,1,M,F,V,B,S,X,W,8
12827,7828000,9066279.07,4,3.0,0.0,4.0,5.0,1,A,A,K,B,S,W,A,U
12828,2479000,2859259.259,8,2.0,5.0,6.0,0.0,1,A,A,V,B,S,J,M,B
12829,2652000,3050000.0,10,2.4,8.0,6.0,4.0,2,A,F,V,B,S,J,T,N
12830,2206000,2904938.272,14,3.0,1.0,9.0,6.0,1,A,F,K,B,S,4,T,1
12831,3850000,4282222.222,2,1.4,6.0,1.0,0.0,3,M,F,V,B,S,X,W,8
12832,2506000,3107692.308,4,1.6,5.0,6.0,4.0,1,A,F,V,B,S,Z,9,4
12833,2223000,2580246.914,8,1.6,4.0,0.0,4.0,1,A,F,V,B,L,S,B,1
12834,2252000,2612048.193,5,1.6,0.0,1.0,4.0,1,A,F,V,B,S,Z,9,4
12835,1332000,1342168.675,12,2.0,0.0,7.0,1.0,1,A,F,K,BG,S,K,M,H
12836,1621000,1849382.716,14,2.8,3.0,4.0,4.0,1,A,F,K,BG,S,T,M,B
12837,2000000,2526923.077,3,1.6,1.0,7.0,6.0,1,A,F,V,BG,S,X,7,L
12838,1221000,1440697.674,15,1.8,7.0,1.0,4.0,1,A,F,V,B,M,W,O,L
12839,2006000,2747560.976,14,2.6,6.0,8.0,2.0,1,A,B,V,B,S,W,D,B
12840,4054000,4019101.124,10,3.0,5.0,1.0,8.0,2,A,B,K,B,S,J,T,H
12841,3158000,3667948.718,3,1.6,5.0,2.0,0.0,1,M,F,V,B,S,K,M,H
12842,2790000,2922222.222,1,1.6,9.0,1.0,7.0,3,M,F,V,B,S,X,W,8
12843,2300000,2744047.619,3,1.6,0.0,8.0,1.0,2,A,F,V,B,S,V,F,3
12844,3382000,3970370.37,10,2.7,5.0,9.0,8.0,1,A,A,K,B,C,K,M,H
12845,2076000,2450000.0,14,2.4,7.0,0.0,6.0,2,A,F,V,B,S,J,T,D
12846,3000000,3175000.0,15,2.4,6.0,3.0,2.0,2,A,A,V,B,C,J,T,E
12847,6030000,6804395.604,3,2.5,1.0,9.0,6.0,1,A,F,K,B,S,X,W,7
12848,6080000,6199000.0,3,2.5,6.0,3.0,3.0,3,A,F,K,B,S,X,W,7
12849,1505000,1707228.916,19,2.2,8.0,0.0,0.0,1,A,F,V,BG,S,4,T,1
12850,1003000,1266666.667,15,1.6,6.0,5.0,1.0,1,A,F,V,B,L,W,O,L
12851,2900000,4019047.619,8,2.4,8.0,6.0,6.0,2,A,F,K,B,U,W,A,U
12852,5826000,5775555.556,2,2.0,6.0,8.0,0.0,3,A,F,K,B,S,K,M,H
12853,2710000,3089156.627,11,2.4,4.0,1.0,9.0,1,A,F,K,B,S,4,T,1
12854,3111000,3434065.934,1,1.6,4.0,0.0,8.0,3,A,F,V,B,S,X,W,8
12855,2957000,3447191.011,11,3.0,3.0,7.0,5.0,2,A,A,K,B,U,J,F,1
12856,4212000,4518604.651,3,2.4,3.0,6.0,6.0,1,A,F,K,BG,S,K,L,1
12857,1702000,1960256.41,14,2.3,6.0,7.0,9.0,1,M,F,V,B,M,W,F,0
12858,2800000,3119047.619,9,2.4,5.0,0.0,4.0,2,A,F,K,B,S,S,B,1
12859,4600000,4837894.737,8,3.5,5.0,8.0,9.0,3,A,B,K,B,S,J,T,H
12860,2620000,2866666.667,9,2.5,2.0,4.0,2.0,2,A,A,K,B,S,J,F,1
12861,18039000,20241758.24,2,4.6,5.0,2.0,2.0,1,A,A,K,BG,V,J,T,M
12862,2021000,1850000.0,15,2.8,9.0,2.0,5.0,1,M,F,K,BG,M,W,V,W
12863,2993000,3434567.901,15,3.0,3.0,1.0,4.0,1,A,A,K,B,C,J,T,E
12864,3131000,3726829.268,1,1.6,7.0,2.0,8.0,1,A,F,V,B,S,Z,9,4
12865,806000,1348780.488,15,2.2,0.0,5.0,9.0,1,A,B,V,B,S,W,0,L
12866,3200000,4039080.46,2,1.8,9.0,8.0,3.0,3,M,F,V,B,M,K,L,1
12867,1800000,2158426.966,12,1.8,8.0,1.0,4.0,2,A,F,V,B,S,1,N,X
12868,2305000,3013953.488,4,1.8,3.0,9.0,9.0,1,A,F,K,B,L,K,L,1
12869,5200000,6067857.143,13,4.7,3.0,3.0,5.0,2,A,A,K,BG,V,J,T,J
12870,3534000,4224390.244,3,1.8,0.0,3.0,0.0,1,A,F,V,B,L,T,M,B
12871,2390000,2717073.171,12,2.4,2.0,9.0,2.0,1,A,F,V,BG,S,6,T,1
12872,2453000,2747435.897,12,2.4,7.0,9.0,5.0,1,A,F,V,B,S,4,T,1
12873,2229000,2471428.571,12,2.7,6.0,7.0,0.0,2,A,A,K,B,C,K,M,H
12874,3870000,4349473.684,12,3.3,3.0,7.0,3.0,3,A,A,K,B,C,2,T,2
12875,2833000,3167816.092,2,1.6,0.0,6.0,7.0,3,A,F,V,B,S,X,W,8
12876,3793000,4369047.619,6,2.4,8.0,9.0,0.0,2,A,F,V,B,S,4,T,4
12877,9023000,10026829.27,3,2.0,7.0,8.0,3.0,1,A,B,B,B,S,W,D,D
12878,11723000,10268131.87,2,2.0,7.0,4.0,5.0,3,A,A,B,B,C,J,T,J
12879,2337000,2558139.535,11,3.5,8.0,6.0,1.0,1,A,A,K,B,C,J,N,1
12880,2138000,2685897.436,3,1.6,9.0,0.0,4.0,1,A,F,V,B,S,X,U,F
12881,1284000,1384523.81,9,1.4,8.0,0.0,5.0,2,M,F,V,B,L,T,M,B
12882,8500000,9297777.778,6,3.0,9.0,2.0,4.0,3,A,A,K,B,C,5,U,X
12883,1700000,1786046.512,13,3.0,6.0,2.0,6.0,1,A,F,K,B,S,1,Y,V
12884,2092000,2419277.108,3,1.2,0.0,5.0,9.0,1,A,F,V,B,L,K,N,A
12885,2076000,2494117.647,14,2.4,7.0,0.0,6.0,2,A,F,V,B,S,J,T,D
12886,3325000,3912359.551,9,2.4,4.0,2.0,9.0,2,A,F,V,B,C,J,H,L
12887,1901000,2120224.719,5,1.4,8.0,6.0,2.0,2,M,F,V,B,S,Z,9,4
12888,3175000,4007142.857,7,2.4,0.0,7.0,2.0,2,A,F,K,H,S,4,T,1
12889,2453000,2847619.048,14,3.2,8.0,8.0,2.0,2,A,B,B,B,S,W,D,B
12890,4400000,4958823.529,9,3.0,0.0,9.0,8.0,3,A,A,K,B,S,W,B,A
12891,1700000,1514285.714,12,1.4,0.0,9.0,5.0,2,A,F,V,B,L,W,V,W
12892,1502000,1915384.615,10,2.5,2.0,5.0,1.0,1,A,F,V,B,S,1,N,4
12893,1488000,1557142.857,14,2.0,3.0,6.0,2.0,2,M,F,V,D,U,S,B,1
12894,1650000,1915662.651,17,2.5,5.0,5.0,0.0,1,A,A,V,B,V,J,S,3
12895,1500000,1571428.571,11,1.8,0.0,8.0,3.0,2,M,F,V,B,S,W,V,W
12896,2700000,3186075.949,14,3.0,8.0,1.0,7.0,2,A,F,K,B,M,4,T,3
12897,5030000,5870238.095,9,3.6,6.0,3.0,8.0,2,A,A,K,B,C,W,A,1
12898,17000000,17870526.32,2,5.6,1.0,9.0,6.0,3,A,A,K,B,V,J,N,1
12899,3111000,3364044.944,11,3.2,0.0,3.0,2.0,2,A,A,K,B,C,W,V,G
12900,6300000,6733333.333,8,3.0,4.0,5.0,5.0,2,A,A,K,B,C,5,U,X
12901,5952000,6204000.0,3,2.5,8.0,1.0,4.0,3,A,F,K,B,S,X,W,7
12902,2794000,3242857.143,9,2.4,8.0,6.0,1.0,2,A,F,V,B,S,6,T,1
12903,1607000,1846428.571,7,1.4,3.0,8.0,9.0,2,A,F,V,B,L,K,M,H
12904,2785000,3547435.897,9,2.4,5.0,0.0,7.0,1,A,F,V,B,S,4,T,1
12905,1794000,2116666.667,9,1.6,2.0,1.0,4.0,1,A,F,V,B,L,J,N,1
12906,8267000,9148809.524,6,2.7,6.0,8.0,9.0,2,A,A,K,BG,V,J,T,E
12907,2316000,2586046.512,13,3.0,2.0,9.0,1.0,1,A,F,K,B,S,J,T,D
12908,6700000,6967777.778,3,3.0,9.0,3.0,7.0,3,A,F,K,B,S,K,M,H
12909,1500000,1516867.47,17,1.6,6.0,0.0,9.0,1,M,F,V,B,S,S,B,1
12910,2246000,2510465.116,13,2.4,3.0,5.0,2.0,1,A,F,K,B,S,J,T,D
12911,2500000,2622891.566,4,1.6,0.0,0.0,1.0,1,M,F,V,B,S,X,W,W
12912,2138000,2738461.538,12,2.4,1.0,9.0,7.0,1,A,F,V,B,S,4,T,1
12913,2775000,3027906.977,13,3.2,9.0,1.0,0.0,1,A,A,K,B,C,W,V,G
12914,1703000,2060240.964,15,2.0,0.0,6.0,6.0,1,A,A,K,B,C,J,F,1
12915,16024000,17274736.84,3,4.6,0.0,6.0,3.0,3,A,A,K,B,V,J,T,M
12916,3222000,3593023.256,9,2.4,2.0,3.0,9.0,1,A,F,K,H,S,J,T,N
12917,4638000,5326744.186,9,4.8,5.0,1.0,6.0,1,A,A,K,B,C,4,U,S
12918,2401000,2556410.256,13,2.4,6.0,2.0,0.0,1,A,F,V,BG,S,6,T,1
12919,1394000,1601190.476,5,1.4,8.0,2.0,4.0,2,M,F,V,B,S,K,L,1
12920,5499000,6642857.143,11,4.0,7.0,5.0,7.0,2,A,A,V,BG,V,J,T,E
12921,2300000,2397802.198,18,3.0,2.0,0.0,7.0,1,A,A,K,B,C,J,T,6
12922,2102000,2379518.072,5,1.0,9.0,7.0,1.0,1,A,F,K,B,L,K,N,A
12923,4088000,4909638.554,5,2.4,1.0,8.0,0.0,1,A,F,V,BG,S,6,T,1
12924,900000,1561728.395,14,2.0,9.0,9.0,5.0,1,M,F,V,D,U,J,M,Z
12925,1400000,1636666.667,10,1.8,3.0,8.0,4.0,3,M,F,V,B,S,X,9,F
12926,2762000,3170930.233,9,2.0,9.0,8.0,1.0,1,A,F,K,B,S,S,B,1
12927,5203000,6515476.19,4,2.5,4.0,4.0,1.0,1,A,F,B,BG,S,4,T,1
12928,5554000,6613095.238,9,2.7,9.0,2.0,2.0,2,A,A,K,B,V,J,T,E
12929,2225000,2652380.952,12,2.4,6.0,9.0,5.0,2,A,F,V,B,S,J,T,D
12930,2880000,2902105.263,2,1.6,8.0,7.0,7.0,3,A,F,V,B,S,Z,9,4
12931,2482000,3096511.628,12,1.8,0.0,7.0,8.0,1,A,B,K,B,S,W,D,B
12932,2408000,2534567.901,13,2.4,6.0,6.0,9.0,1,A,F,V,B,S,4,T,1
12933,2006000,2550617.284,14,3.0,0.0,7.0,9.0,1,A,F,K,B,S,4,T,1
12934,1700000,1946913.58,15,2.5,1.0,7.0,8.0,1,A,A,K,BG,C,J,F,1
12935,5331000,5538461.538,3,2.0,3.0,5.0,5.0,1,A,F,K,B,S,X,W,7
12936,1104000,1275641.026,18,1.6,9.0,0.0,9.0,1,M,F,V,B,L,W,V,W
12937,3738000,5151190.476,3,2.3,1.0,5.0,1.0,2,A,F,V,BG,S,W,F,0
12938,2354000,2442857.143,9,1.8,5.0,3.0,2.0,2,A,F,V,B,L,2,T,1
12939,1700000,2134615.385,3,1.6,5.0,6.0,8.0,1,M,F,V,BG,S,X,7,L
12940,3140000,3300000.0,9,2.4,0.0,2.0,4.0,2,A,F,V,B,S,4,T,1
12941,2005000,1882142.857,15,2.6,6.0,2.0,0.0,2,A,B,V,BG,S,W,D,B
